2.000000, 5.000000, 86.907500
2.000000, 4.500000, 85.222000
2.000000, 4.000000, 82.749300
2.000000, 3.500000, 78.993300
2.000000, 3.000000, 73.708500
2.000000, 2.500000, 66.077600
2.000000, 2.000000, 55.534200
2.000000, 1.500000, 41.541600
2.000000, 1.000000, 24.609700
1.950000, 1.000000, 24.389900
1.950000, 1.500000, 41.258600
1.950000, 2.000000, 55.207100
1.950000, 2.500000, 65.762800
1.950000, 3.000000, 73.350500
1.950000, 3.500000, 78.641700
1.950000, 4.000000, 82.347000
1.950000, 4.500000, 84.841300
1.950000, 5.000000, 86.569000
1.900000, 5.000000, 86.160700
1.900000, 4.500000, 84.485600
1.900000, 4.000000, 81.979200
1.900000, 3.500000, 78.265900
1.900000, 3.000000, 72.952800
1.900000, 2.500000, 65.384100
1.900000, 2.000000, 54.822700
1.900000, 1.500000, 40.976600
1.900000, 1.000000, 24.164700
1.850000, 1.000000, 23.934900
1.850000, 1.500000, 40.698200
1.850000, 2.000000, 54.463800
1.850000, 2.500000, 64.987800
1.850000, 3.000000, 72.553500
1.850000, 3.500000, 77.860400
1.850000, 4.000000, 81.552900
1.850000, 4.500000, 84.034900
1.850000, 5.000000, 85.732500
1.800000, 5.000000, 85.302100
1.800000, 4.500000, 83.601700
1.800000, 4.000000, 81.131500
1.800000, 3.500000, 77.435100
1.800000, 3.000000, 72.094300
1.800000, 2.500000, 64.563900
1.800000, 2.000000, 54.080600
1.800000, 1.500000, 40.343000
1.800000, 1.000000, 23.703500
1.750000, 1.000000, 23.462400
1.750000, 1.500000, 39.987300
1.750000, 2.000000, 53.672700
1.750000, 2.500000, 64.098900
1.750000, 3.000000, 71.661300
1.750000, 3.500000, 76.963900
1.750000, 4.000000, 80.705800
1.750000, 4.500000, 83.158500
1.750000, 5.000000, 84.855600
1.700000, 5.000000, 84.356200
1.700000, 4.500000, 82.632600
1.700000, 4.000000, 80.184600
1.700000, 3.500000, 76.473500
1.700000, 3.000000, 71.192200
1.700000, 2.500000, 63.636700
1.700000, 2.000000, 53.280800
1.700000, 1.500000, 39.636900
1.700000, 1.000000, 23.213300
1.650000, 1.000000, 22.905300
1.650000, 1.500000, 39.206100
1.650000, 2.000000, 52.812500
1.650000, 2.500000, 63.153500
1.650000, 3.000000, 70.634400
1.650000, 3.500000, 75.939200
1.650000, 4.000000, 79.604200
1.650000, 4.500000, 82.053200
1.650000, 5.000000, 83.803600
1.600000, 5.000000, 83.226400
1.600000, 4.500000, 81.484700
1.600000, 4.000000, 79.015400
1.600000, 3.500000, 75.396100
1.600000, 3.000000, 70.118400
1.600000, 2.500000, 62.624300
1.600000, 2.000000, 52.322300
1.600000, 1.500000, 38.818200
1.600000, 1.000000, 22.618000
1.550000, 1.000000, 22.296500
1.550000, 1.500000, 38.358000
1.550000, 2.000000, 51.783700
1.550000, 2.500000, 62.048700
1.550000, 3.000000, 69.494900
1.550000, 3.500000, 74.799600
1.550000, 4.000000, 78.443200
1.550000, 4.500000, 80.875000
1.550000, 5.000000, 82.559900
1.500000, 5.000000, 81.939500
1.500000, 4.500000, 80.255100
1.500000, 4.000000, 77.803200
1.500000, 3.500000, 74.142400
1.500000, 3.000000, 68.867400
1.500000, 2.500000, 61.397500
1.500000, 2.000000, 51.218600
1.500000, 1.500000, 37.881400
1.500000, 1.000000, 21.985100
1.450000, 1.000000, 21.624300
1.450000, 1.500000, 37.325800
1.450000, 2.000000, 50.646800
1.450000, 2.500000, 60.798300
1.450000, 3.000000, 68.186800
1.450000, 3.500000, 73.411300
1.450000, 4.000000, 77.079200
1.450000, 4.500000, 79.555600
1.450000, 5.000000, 81.246000
1.400000, 5.000000, 80.410200
1.400000, 4.500000, 78.761800
1.400000, 4.000000, 76.307500
1.400000, 3.500000, 72.713400
1.400000, 3.000000, 67.485200
1.400000, 2.500000, 60.047000
1.400000, 2.000000, 49.984800
1.400000, 1.500000, 36.810700
1.400000, 1.000000, 21.265000
1.350000, 1.000000, 20.879300
1.350000, 1.500000, 36.241300
1.350000, 2.000000, 49.306200
1.350000, 2.500000, 59.310900
1.350000, 3.000000, 66.694100
1.350000, 3.500000, 71.897700
1.350000, 4.000000, 75.519800
1.350000, 4.500000, 77.978100
1.350000, 5.000000, 79.604700
1.300000, 5.000000, 78.719400
1.300000, 4.500000, 77.071600
1.300000, 4.000000, 74.625600
1.300000, 3.500000, 70.995500
1.300000, 3.000000, 65.844100
1.300000, 2.500000, 58.566700
1.300000, 2.000000, 48.552600
1.300000, 1.500000, 35.600500
1.300000, 1.000000, 20.491400
1.250000, 1.000000, 20.065700
1.250000, 1.500000, 35.004100
1.250000, 2.000000, 47.747400
1.250000, 2.500000, 57.678900
1.250000, 3.000000, 64.921100
1.250000, 3.500000, 70.098700
1.250000, 4.000000, 73.632100
1.250000, 4.500000, 76.093000
1.250000, 5.000000, 77.737300
1.200000, 5.000000, 76.668000
1.200000, 4.500000, 75.076700
1.200000, 4.000000, 72.658100
1.200000, 3.500000, 69.072500
1.200000, 3.000000, 63.944900
1.200000, 2.500000, 56.776200
1.200000, 2.000000, 46.924300
1.200000, 1.500000, 34.310800
1.200000, 1.000000, 19.637100
1.150000, 1.000000, 19.178800
1.150000, 1.500000, 33.625400
1.150000, 2.000000, 46.023700
1.150000, 2.500000, 55.757000
1.150000, 3.000000, 62.922400
1.150000, 3.500000, 67.980800
1.150000, 4.000000, 71.548300
1.150000, 4.500000, 73.925300
1.150000, 5.000000, 75.524000
1.100000, 5.000000, 74.265300
1.100000, 4.500000, 72.630000
1.100000, 4.000000, 70.266000
1.100000, 3.500000, 66.690100
1.100000, 3.000000, 61.715800
1.100000, 2.500000, 54.654100
1.100000, 2.000000, 45.102400
1.100000, 1.500000, 32.909700
1.100000, 1.000000, 18.674100
1.050000, 1.000000, 18.154700
1.050000, 1.500000, 32.120900
1.050000, 2.000000, 44.082800
1.050000, 2.500000, 53.501600
1.050000, 3.000000, 60.490200
1.050000, 3.500000, 65.368300
1.050000, 4.000000, 68.858400
1.050000, 4.500000, 71.247900
1.050000, 5.000000, 72.893400
1.000000, 5.000000, 71.390000
1.000000, 4.500000, 69.779800
1.000000, 4.000000, 67.455500
1.000000, 3.500000, 63.987400
1.000000, 3.000000, 59.038400
1.000000, 2.500000, 52.325400
1.000000, 2.000000, 42.942900
1.000000, 1.500000, 31.186900
1.000000, 1.000000, 17.581100
